instructions,trial_type,true_label,false_label,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,required_response.keys,required_response.corr,required_response.rt,feedback_response.keys,feedback_response.corr,feedback_response.rt,participant,gender,age,frameRate,expName,date,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",4,TRUE,FALSE,0,4,4,4,2,2,14,3,i,1,0.0855648517609,e,1,0.0521919727325,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",6,TRUE,FALSE,0,4,4,4,2,3,15,5,e,1,0.0685532093048,i,1,0.0682711601257,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",4,TRUE,FALSE,0,4,4,4,2,4,16,3,i,1,0.100947141647,e,1,0.0671801567078,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",6,TRUE,FALSE,0,4,4,4,2,5,17,5,e,1,0.0670001506805,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",3,TRUE,FALSE,0,4,4,4,3,0,18,2,e,1,0.0681259632111,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",2,TRUE,FALSE,0,4,4,4,3,1,19,1,e,1,0.101963996887,i,1,0.0838298797607,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",1,TRUE,FALSE,0,4,4,4,3,2,20,0,i,1,0.083692073822,e,1,0.0510740280151,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",4,TRUE,FALSE,0,4,4,4,3,3,21,3,i,1,0.066990852356,e,1,0.0515468120575,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",3,TRUE,FALSE,0,4,4,4,3,4,22,2,e,1,0.068864107132,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",3,TRUE,FALSE,0,4,4,4,3,5,23,2,e,1,0.0336191654205,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",4,TRUE,FALSE,0,4,4,4,4,0,24,3,i,1,0.0857560634613,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",2,TRUE,FALSE,0,4,4,4,4,1,25,1,e,1,0.0844750404358,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",2,TRUE,FALSE,0,4,4,4,4,2,26,1,e,1,0.0846841335297,i,1,0.0842700004578,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",5,TRUE,FALSE,0,4,4,4,4,3,27,4,i,1,0.0843069553375,e,1,0.0668299198151,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",3,TRUE,FALSE,0,4,4,4,4,4,28,2,e,1,0.0515358448029,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",6,TRUE,FALSE,0,4,4,4,4,5,29,5,e,1,0.385802984238,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",4,TRUE,FALSE,0,4,4,4,5,0,30,3,i,1,0.118454933167,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",1,TRUE,FALSE,0,4,4,4,5,1,31,0,i,1,0.0837948322296,e,1,0.0673449039459,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",1,TRUE,FALSE,0,4,4,4,5,2,32,0,i,1,0.0687770843506,e,1,0.0685391426086,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",5,TRUE,FALSE,0,4,4,4,5,3,33,4,i,1,0.0853140354156,e,1,0.0672371387482,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",2,TRUE,FALSE,0,4,4,4,5,4,34,1,e,1,0.0506730079651,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",5,TRUE,FALSE,0,4,4,4,5,5,35,4,i,1,0.0846021175385,e,1,0.0678050518036,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",2,TRUE,FALSE,0,4,4,4,6,0,36,1,e,1,0.0349349975586,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",4,TRUE,FALSE,0,4,4,4,6,1,37,3,i,1,0.134116888046,e,1,0.117944002151,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",2,TRUE,FALSE,0,4,4,4,6,2,38,1,e,1,0.0351347923279,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",5,TRUE,FALSE,0,4,4,4,6,3,39,4,i,1,0.0858421325684,e,1,0.0854830741882,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",4,TRUE,FALSE,0,4,4,4,6,4,40,3,i,1,0.0836541652679,e,1,0.0499231815338,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",2,TRUE,FALSE,0,4,4,4,6,5,41,1,e,1,0.0838241577148,i,1,0.051454782486,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",3,TRUE,FALSE,0,4,4,4,7,0,42,2,e,1,0.0839591026306,i,1,0.0174908638,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",1,TRUE,FALSE,0,4,4,4,7,1,43,0,i,1,0.619914054871,e,1,0.101049900055,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",3,TRUE,FALSE,0,4,4,4,7,2,44,2,e,1,0.0854020118713,i,1,0.0851340293884,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",1,TRUE,FALSE,0,4,4,4,7,3,45,0,i,1,0.117202997208,e,1,0.084844827652,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",5,TRUE,FALSE,0,4,4,4,7,4,46,4,i,1,0.0680978298187,e,1,0.0517301559448,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",6,TRUE,FALSE,0,4,4,4,7,5,47,5,e,1,0.0843949317932,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",6,TRUE,FALSE,0,4,4,4,8,0,48,5,e,1,0.0677001476288,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",5,TRUE,FALSE,0,4,4,4,8,1,49,4,i,1,0.118627071381,e,1,0.0679631233215,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",4,TRUE,FALSE,0,4,4,4,8,2,50,3,i,1,0.101269960403,e,1,0.0845899581909,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",3,TRUE,FALSE,0,4,4,4,8,3,51,2,e,1,0.0676698684692,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",5,TRUE,FALSE,0,4,4,4,8,4,52,4,i,1,0.11758518219,e,1,0.0672619342804,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",4,TRUE,FALSE,0,4,4,4,8,5,53,3,i,1,0.0837171077728,e,1,0.0831530094147,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",5,TRUE,FALSE,0,4,4,4,9,0,54,4,i,1,0.101520061493,e,1,0.0838649272919,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",1,TRUE,FALSE,0,4,4,4,9,1,55,0,i,1,0.0850720405579,e,1,0.0675179958344,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",6,TRUE,FALSE,0,4,4,4,9,2,56,5,e,1,0.0346400737762,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",5,TRUE,FALSE,0,4,4,4,9,3,57,4,i,1,0.183942079544,e,1,0.133504867554,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",2,TRUE,FALSE,0,4,4,4,9,4,58,1,e,1,0.0665240287781,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",1,TRUE,FALSE,0,4,4,4,9,5,59,0,i,1,0.101004123688,None,0,,1,,,59.2111400353,RRT,2016_May_01_1535,
